content,Predicted_Sentiment
via hill tickets left trump dallas rally,Negative
fallontonight jimmyfallon 11 30 pm enjoy,Negative
governorperry terrific guy wish well know great future,Neutral
amazing crowd outside fallontonight tune tonight 11 30 pic twitter com 4dxoev0wia,Neutral
tonight show nbc amazing 11 30 p enjoy,Positive
backstage jimmyfallon opening skit great fun fallontonight,Neutral
ginhay trump polls going skyrocket appearance jimmyfallon tonight young people going love,Neutral
jenilynn1001 fallontonight realdonaldtrump trump2016 makeamericagreatagain,Negative
designerdeb3 realdonaldtrump candidate illegals america back jobs,Neutral
chrisofficer23 realdonaldtrump jenilynn1001 fallontonight loved show trump2016,Neutral
debra0155 realdonaldtrump ginhay jimmyfallon absolutely simply best realdonaldtrump,Neutral
davist19 18 vote realdonaldtrump thank,Neutral
unknown resist realdonaldtrump ginhay jimmyfallon trump leader thankful,Neutral
lizaperri realdonaldtrump ginhay jimmyfallon even made show great,Neutral
kittenholiday neighborhood bar talking realdonaldtrump need make america great,Positive
5sos jrt1d mr trump huge fallontonight awesome wisdom humor powerful combination,Neutral
iamapatsfan thoughts good friend tom brady performance yesterday fantastic total winner,Negative
pennybishop16 realdonaldtrump ginhay jimmyfallon great show trump awesomeness god bless makeamericagreatagain,Negative
johnnnnyt realdonaldtrump blew away fallontonight ratings huuuge,Neutral
trumpdemocrats carson cnn worse jeb like ambien insomnia need energy white house need donaldtrump,Positive
hamishp95 realdonaldtrump dad thinking voting first time ever great,Neutral
ravila30 loved jimmy lastnight showed like fun able laugh ever sleep tho much,Negative
lukedillon6 realdonaldtrump become next president shows dumb america really trump nice thanks,Positive
mlssthot realdonaldtrump want president smart witty like mr trump thanks,Positive
danielleboussel fully believe apologies wrong realdonaldtrump,Neutral
trump 2016 realdonaldtrump best imitation got winner ready hang long haul,Neutral
colincavall great sport show total confidence rebuilding country making america great,Positive
joehos18 trump 96 success rate business 4 100 companies went south better candidate better,Positive
mlssthot realdonaldtrump ignore losers haters going make country great,Positive
arthurohara trump international hotel golf links luxury resort doonbeg ireland wildatlanticway,Positive
brandydianek2 realdonaldtrump davist19 awesome younger people see need trump,Positive
foxandfriends 8 00 enjoy,Neutral
mercedesschlapp thank much kind words television fantastic job greatly appreciated,Negative
trump campaign hat becomes ironic summer accessory new york times,Negative
donald trump sends fallontonight highest friday rating 18 months jimmyfallon huge,Neutral
lightweight senator randpaul focus trying get elected kentucky great state embarrassed,Negative
truly understood appeal ron paul son randpaul get right gene,Neutral
many people stage debate randpaul 11th 2 realclearnews allowed participate,Neutral
great time iowa jack trice stadium unbelievable people,Neutral
record crowd boone iowa fantastic day makeamericagreatagain,Negative
bigbrotherkat hated love realdonaldtrump hilarious jimmyfallon last night nbc thedonald,Positive
edward1 trump knows get things done guts say needs said deal putin effectively anyone,Negative
joeearle pistol044 one never support realdonaldtrump,Positive
daveinkeno mr trump sir country path self destruction needs make america great,Positive
jeffraykovich realdonaldtrump going come wisconsin near future trump2016 makeamericagreatagain yes,Neutral
whywinblo realdonaldtrump please make country great help secure borders mr trump last hope trump2016,Neutral
mey know american watch video want vote realdonaldtrump teamtrump,Positive
hashtag1usa realdonaldtrump trump rocked iowa today heard message positive built much enthusiasm among voters trump2016,Neutral
someone like george pataki terrible job governor n registers zero polls allowed debate stage,Positive
doctr wang cnn nice love trump way putting people spot wonder cnn veterans appreciate,Neutral
honor thank,Neutral
congrats friend schwarzenegger next season celebrity apprentice great raise lots charity,Neutral
fans sorry apprentice longer equal time presidential run prohibits love,Neutral
thanks mark fun,Neutral
opponents big bosses lobbyists donors trying damage fail money drain,Neutral
looking forward joining v4sa tuesday 9 15 l aboard ussiowa battleship presidents join us,Neutral
event v4sa l 9 15 turning huge get tickets gone,Neutral
vets mistreated border security v4sa tuesday 9 15 makeamericasmilitarygreatagain join us,Neutral
unbelievable crowd dallas,Neutral
speech dallas went really well big wonderful crowd arrived l big day tomorrow,Neutral
sandraatwood10 risetoflyy realdonaldtrump fabulous donald proud u keep gd work foxnews cnn rushlimbaugh,Neutral
veteran los angeles want join v4sa today 9 15 ussiowa sign,Positive
rebuild military take care vets make world respect us join today info,Positive
loved dallas tremendous crowd last night back,Neutral
vets treated like 3rd class citizens enough join v4sa ussiowa la waterfront hear plan vets military,Neutral
l going u iowa 5 30 p speak great veterans friends,Neutral
little respected club growth asked 1 000 000 said spending lobbyist special interest money ads,Negative
plan lower taxes country raise phony club4growth says raise taxes another lie,Positive
club4growth asked 1 million said falsely advertising raise taxes lower big league middle class,Neutral
everyone talking incredible event dallas last night spectacular crowd arena thank mcuban,Negative
polls really looking good 1 everywhere despite lobbyist special interest spent turning millions,Positive
rushlimbaugh rush la inspecting property big job creator listening truly fantastic thanks,Neutral
finished wonderful event u iowa veterans strong america endorsed great honor thank,Neutral
hope arnold well apprentice nice guy also get big percentage profits,Neutral
97musick ac360 cnn sold lobbyists candidates wasting money border immigration trump win,Positive
almy23841665 dlscord realdonaldtrump veterans vote trump believe imagine,Positive
chriscoxb2b realdonaldtrump donald keep pushing nation needs real leader,Neutral
pmgeezer 15 percent gop voters said would back realdonaldtrump party standard bearer,Negative
skulls2001 cuban family miami florida would love much work political campaing miami great,Positive
onesoldiersmom seanhannity marksteynonline one imitate trump one kind love day trump2016 thanks,Positive
heading debate soon believe cnn milking almost 3 hours long many people stage,Neutral
great honor somebody knows win,Positive
thank tom brady coach ditka coach bobby knight many champions supportive,Neutral
cnndebate winning drudge report poll,Neutral
cnndebate amazing much fun pic twitter com tj3cnqp3pu,Neutral
cnndebatepic twitter com x4m9wfewx2,Neutral
cnndebate,Neutral
announced history cnn last night debate highest rated ever send flowers thank note,Negative
every poll done debate last night drudge newsmax time magazine winning landslide makeamericagreatagain,Negative
going new hampshire little big crowds makeamericagreatagain,Neutral
interviewed tonight seanhannity foxnews 10 pm enjoy,Neutral
would really bad columnist mike lupica left nydailynews wonderful talented guy,Neutral
wow great post debate poll trump increases lead via breitbart,Negative
give america back dream donald j trump,Neutral
thank,Neutral
released position papers second amendment,Neutral
looking forward meeting students urbandale high school tomorrow,Neutral
morally obligated defend president every time somebody says something bad controversial think,Positive
first time life caused controversy saying something,Positive
someone made nasty controversial statement president really think would come rescue chance,Neutral
would challenged man media would accused interfering man right free speech win situation,Positive
christians need support country around world religious liberty stake obama horrible great,Positive
way iowa landing des moines two hours see ya,Neutral
makeamericagreatagain trump2016pic twitter com o5v9ox3pyd,Neutral
great night iowa,Neutral
thank faith freedom forum urbandaleschool great time iowa today pic twitter com peeehtvtc8,Neutral
moehoward86 best interview thus far keep trump donald trump enough nice via youtube,Neutral
leghanliptak712 cnn tried destroy donald trump vaccine autism question gave amazing response,Neutral
meetthepress 10 30 nbc releasing new poll numbers based debate results well knows,Positive
way carly fiorina become republican nominee win dems boxer killed senate california,Positive
leading big polls two today nbc cnn nbc poll double next 29 fiorina 11,Positive
attracting biggest crowds far best poll numbers also far much media totally dishonest sad,Negative
going win make america great maybe better ever,Neutral
carly fiorina horrible job lucent hp virtually destroying companies never got another ceo job offer pres,Neutral
saijosaijo75 realdonaldtrump thank personal financial sacrifices make america great,Neutral
foxandfriends enjoy,Neutral
todayshow refused use poll numbers massive lead instead used cnn numbers lead smaller,Negative
mntwisterchaser thanks savannahguthrie nbcnews showing us lopsided use poll trainwreck trump2016,Neutral
paulkdebra todayshow realdonaldtrump totally support ga girl vote,Positive
thebrodyfile muslim issue might help barackobama actually come across hostile evangelicals country,Neutral
thebrodyfile muslim issue might help barackobama take five years visit israel,Positive
thebrodyfile muslim issue might help barackobama actually supported christians religious liberty rights,Negative
nunyabus1 realdonaldtrump foxandfriends go trumpy back,Positive
johnste38475254 realdonaldtrump foxnews fox hard u get idiots,Positive
luvinlife1967 foxnewspolitics realdonaldtrump howardkurtz dvr every fox evening show except megyn mean bitter woman,Positive
dis labeledvet realdonaldtrump clinton insider admitted hillary started whole obama muslim,Positive
talsept58 realdonaldtrump foxandfriends great,Neutral
mickelsenkyle todayshow could make interview realdonaldtrump biased trumpforpresident,Positive
linley4067 jane realdonaldtrump foxandfriends fox using ratings want u race refuse,Positive
alivelutheran todayshow touts cnn polls instead course nbc one shows much higher trump corrects,Positive
new zogby poll highly respected media report gives even bigger lead,Neutral
asktrump send questions answer live twitternyc later afternoon,Neutral
carly fiorina terrible business last thing country needs,Positive
jeb confused forty years,Positive
media picked new zogby poll put doubt,Neutral
asktrump getting ready answer questions pic twitter com misqyasjhu,Neutral
dixierhilton asktrumppic twitter com dbk8jckt5s,Neutral
marketmavensinc asktrumppic twitter com 6ushpc3bm2,Neutral
mdmrestoration asktrumppic twitter com xflpxhhikz,Neutral
iammzsmit asktrumppic twitter com bdrocuoskg,Neutral
elisechristine asktrumppic twitter com kv1npnyjtc,Neutral
kylestephens30 asktrumppic twitter com gjudtw87k7,Neutral
highsock sunday asktrumppic twitter com qvakuzxzab,Neutral
arealsuperman asktrumppic twitter com x2j6yiabzu,Neutral
modern good asktrumppic twitter com i7aah7avrw,Neutral
joycefinance asktrumppic twitter com p8cwerg0lt,Neutral
marieleff asktrumppic twitter com ufclfkefrn,Neutral
mads asktrumppic twitter com zelkkmmjtu,Neutral
wrapped q twitternyc thanks questions asktrumppic twitter com zpbcrhfxy6,Neutral
great time twitternyc asktrumppic twitter com rfwqddpb33,Neutral
asktrump twitternycpic twitter com hjho1rk06y,Neutral
judgemoroz zogby respected business polling media attempting silence message realdonaldtrump,Neutral
thank dan agree best wishes,Neutral
got know scottwalker well nice person great future,Neutral
interviewed tonight 7pm et greta ontherecord,Neutral
via huffpost pollster 1,Negative
alivelutheran todayshow touts cnn polls instead course nbc one shows much higher trump corrects,Positive
oreillyfactor negative refusing post great polls came today including nbc foxnews good,Positive
oreillyfactor knowledgeable talking heads show change instead old trump haters boring,Positive
ragingcynicism realdonaldtrump oreillyfactor trump haters spoon fed morons,Neutral
patrick92299179 realdonaldtrump oreillyfactor agree,Neutral
bewhatjesuswas oreillyfactor foxnews dominate despite need need,Positive
coolgirl6978 oreillyfactor foxnews bull fox reilly expect better going fair balanced ass,Positive
tammyhorne19 realdonaldtrump oreillyfactor love trump,Neutral
blewthebigone realdonaldtrump even think race would without,Positive
rbbrkhd realdonaldtrump oreillyfactor foxnews way treated realdonaldtrump totally unacceptable cnn fair,Neutral
diannrr megynkelly dream realdonaldtrump head let go worst anti trump terrible show,Positive
john dipaolo realdonaldtrump get disaffected repub base voters well democrats looking real choice immigration,Neutral
really hard time watching foxnews,Neutral
richlowry truly one dumbest talking heads clue,Positive
ellenespence marklevinshow thank maintaining integrity disgusting lynching realdonaldtrump thanks mark,Neutral
waynearmstron10 realdonaldtrump must relentless maintain energy respond marathon true,Positive
phyllisa hopeisalive66 jdanielmoore theblaze megynkelly realdonaldtrump ok talk better potus trump looks,Positive
joeoh89 seanhannity realdonaldtrump happened pledge walker quits slams trump losers proving pledge sham,Neutral
themindwave foxnews im sure u r giving much importance wanted take u debate failed,Positive
seleti00 realdonaldtrump foxnews attack cnn msnbc combined bunch old bush appointee rhinos,Neutral
madscape realdonaldtrump foxnews millions agree us twitter view oan network,Neutral
ethansimmons111 allrepublicans ecsullie ragingcynicism foxnews oreillyfactor karlrove karl rove joke owned bush family,Neutral
jodil792 foxnews since started running noticed meghan kelly attacks stopped watching hannity 4 sure yes,Negative
angelatribble realdonaldtrump love donald trump know one makeamericagreatagain thanks,Positive
wallen jeanine realdonaldtrump watch hannity think one corner,Positive
vickybrush us turn foxnews major boycott going anyway problem solved,Neutral
bobby990r 1 mediabiasalert megynkelly realdonaldtrump fighting middle class veterans discussing trade deals,Neutral
edwardchelednik realdonaldtrump foxnews hey donald alone watch used watched,Neutral
glendabelle 11 foxnews fox become supporter liberals supporting gop candidates especially trump quit watching,Positive
jimclarkfarrier rockprincess818 leahr77 realdonaldtrump one get us mess true,Positive
miriamrosemc trump2016 would best country jobs trade taxes others status quo makeamericagreatagain,Positive
ignatiusgreilly charlescwcooke realdonaldtrump foxnews cry marco amnesty loses nomination,Neutral
bradangsa trump candidate telling truth gop planning stab trump back,Neutral
huskerpower811 celestefick realdonaldtrump listened plans vets takes office incredible,Neutral
jimshellenback realdonaldtrump edwardchelednik foxnews steer away fox never thought would happen,Positive
2016 republican primary morning consult poll released trump 32 carson 12 bush 11 fiorina 6 rubio 5 cruz 5 taken debate,Neutral
morning consult poll trump leads,Neutral
yom kippur blessings friends israel around world yomkippur,Neutral
colbertlateshow tonight 11 30pic twitter com bncg1xqvcw,Neutral
senator marco amnesty rubio worst voting record senate hit national security said go iraq vision,Positive
ever notice lightweight megynkelly constantly goes hit back totally sexist highly overrated,Negative
think megynkelly take another eleven day unscheduled vacation,Positive
remember birther movement started hillary clinton 2008,Positive
featured guest season opener 60minutes sunday certainly plenty talk,Positive
colbertlateshow 11 30 cbs enjoy pic twitter com vdzpyct3aq,Negative
mark60644 megynkelly still cannot figure massive base support trump anti politician trump2016,Negative
juliinkster congratulations great win captain champion,Positive
headline reads rubio passes bush florida poll unfair trump destroys trump 31 5 rubio 19 2 bush 11 3,Neutral
yogi berra great baseball player great guy yogi missed,Neutral
foxnews treating unfairly therefore decided fox shows foreseeable future,Positive
wow great night thank viewers congratulations stephenathome colbertlateshow,Neutral
incompetent richlowry lost tonight foxnews allowed tv fcc fine,Neutral
foxnews owes apology allowing clueless pundit richlowry use foul language tv unheard,Neutral
cnn 7 00,Neutral
morning joe 6 30,Neutral
happy daughter ivankatrump announcement baby spring congratulations,Positive
new bloomberg poll trump leads big,Neutral
despite establishment media best efforts people speaking loudly clearly thank amazing supporters,Positive
bloomberg trump leads gop field,Neutral
dishonest nytimes reporter jonathan martin refused acknowledge massive crowd surge forward,Negative
politico read respected many may dishonest media outlets saying something,Neutral
failing politico news outlet hear losing lots money really dishonest,Neutral
wow really nice lead new hampshire increase since last poll,Neutral
yayala19 politico candidates talking politics trump talking solutions talented candidate,Negative
watched marcorubio television another talk action politician truly clue worst voting record sen,Neutral
yayala19 marcorubio lobbyists media career politicians next try stop trump silent majority back,Neutral
joemarzocco realdonaldtrump attack trump giving policy important detail wins,Neutral
megynkelly foxnews poll said plainly came second debate others time drudge slate etc said came 1st,Neutral
rketeltas joemarzocco waiting biased media write 30 000 carly fired failed ceo america trump,Negative
great reception c values voter summit checking job old post office,Negative
ahead schedule budget oklahoma tonight,Neutral
inspecting old post office pennsylvania avenue great hotel soon oklahoma state fair,Positive
old post office pic twitter com 8rs1fbcaiz,Negative
dishonest politico called say none polls including fox nbc cnn zogby morning consult matter serious haters,Positive
marcorubio weak illegal immigration allow anyone country,Positive
worst attendance record senate rarely vote bill marcorubio,Negative
thehill trump boehner resignation good thing,Neutral
thr donald trump ratings bump benefiting,Neutral
cbs 60minutes sunday great honor hope enjoy,Negative
thank frankluntz,Neutral
left oklahoma amazing crowd people night,Neutral
updated poll tracker polls thru weekend reveals maintained double digit lead,Neutral
vote trump think last time prez actually said trump says greatest prez ever,Negative
realdonaldtrump cbs 60minutes sunday great honor hope enjoy,Negative
lightweight senator marco rubio weak immigration knows nothing finance would incapable making great trade deals,Negative
taurus82409 cbs 60minutes look forward donald great please keep fight many us behind 100,Neutral
karentalk rogerjstonejr megynkelly fiorina surging begging money owns pic twitter com kokyntwkee,Negative
marco rubio member gang eight weak stopping illegal immigration changed poll numbers crashed,Neutral
theintellect111 realdonaldtrump mr trump please give changing history need next leader time,Positive
freestateyank ex wife ivana trump says realdonaldtrump win likely win great president,Positive
itsblakec realdonaldtrump tired lies trump 2016,Neutral
jokerzwild realdonaldtrump theintellect111 trump win know,Positive
incazzato2015 realdonaldtrump time real change trump 16,Positive
hope enjoy 60minutes tomorrow night believe treat fairly,Negative
truthshallbe 60minutes realdonaldtrump watching brilliant mr trump awesome real,Neutral
meonajourney realdonaldtrump imagine american president standing american people go trump go trump2016,Positive
midwestcaucus 60minutes great interview trump ruled great response 2 trade war claim anyone 2 look foreign tariffs,Positive
123jayne 60minutes trump great job 60 minutes strong leader country looking forward voting trump,Positive
rketeltas realdonaldtrump former kgb putin gets softballs trump gets matt harvey fastball hits park,Negative
greta realdonaldtrump announces tax plan tomorrow morning pic twitter com bq0xjs63xh,Neutral
apipwhisperer markpavelich gentlemanirish 60minutes excellent watching putin brilliance trump cbs loved interviews,Neutral
skyeshepard trump went way poll said take money us giving 2 countries 2 save social security,Positive
jennaleeusa asked magazine covers walls realdonaldtrump replies cheaper wall paper ha,Neutral
adiosliberty 60minutes realdonaldtrump scottpelley seen much hatred interviewer since 1st debate trump2016,Negative
yang karl scott pelley disrespectful make easier make mind vote trump,Neutral
jodil792 defendingtheusa america trump 60minutes thats exactly thought great leader since reagan trump,Neutral
fanodale 60minutes realdonaldtrump watched 60 mins first time ever love trump hate scotty,Neutral
reversingasd 60minutes notice twits realdonaldtrump rt american ppl love want trump2016,Positive
looking forward press conference taxes 11am trumptowerny,Neutral
live periscope tax plan press conference trump2016,Negative
know enjoy reading tax plan makeamericagreatagain,Negative
spurrelljulie first time life wish american citizen could vote realdonaldtrump,Positive
thanks,Neutral
outfrontcnn erinburnett tonight 7 pm tax reductions various topics,Neutral
conservative jeb bush doubled florida state debt,Neutral
zogby poll trump widens lead gop debate,Neutral
gop debate scorecard donald trump energy wayne allyn root,Positive
wow ratings 60minutes last night biggest year nice,Neutral
believe iran wants trade 3 prisoners 4 19 prisoners held u let go last deal,Neutral
polina6 realdonaldtrump man plan best tax plan go trump 2016,Neutral
prediction rand paul driven race statements announce soon 1,Positive
hope rand paul gets race 1 supporters come much better job,Positive
definitely watch carl c icahn danger ahead insightful particularly corp inversions hurt america,Neutral
carl icahn said think moment time candidate speaks country problems,Positive
great,Neutral
watched lightweight senator marco rubio talk action defend weak position illegal immigration pathetic,Positive
read trump largest add enthusiastic crowds tonight new hampshire place packed,Negative
kissmeandrocco realdonaldtrump ever thinks donald trump bad person u want good country thank,Positive
rubio totally owned lobbyists special interests lightweight senator worst voting record senate lazy,Neutral
highly respected economist larry kudlow big fan tax plan thank larry,Neutral
anyone reading profile marco rubio would never vote never made ten cents totally controlled,Neutral
great news highly respected usa today suffolk university poll enjoy,Neutral
wow nice thank wayne allyn root,Neutral
williebosshog great guy 20 000 people event oklahoma last week,Negative
interesting polls gop debate pic twitter com ib6ngqsg5v,Neutral
interviewed donlemon tonight cnn 10pm,Neutral
trump tax plan proposal reagan would approve jeff bell,Neutral
hashtag1usa watched trumps interview cnn get impressed everytime hear speak realdonaldtrump trump2016 thanks,Positive
jaycatalyst1 realdonaldtrump univision execs hypocrites dish discrimination highlight point,Neutral
annieclarkcole anyone vote hillary careless emails jeopardize security trusted,Neutral
angeloftruth11 realdonaldtrump great interview donlemon thank,Positive
cft1 realdonaldtrump great interview cnn donlemon cnntonight makeamericagreatagain trump2016 trump,Positive
timenout cnn donlemon congratulations great interview realdonaldtrump,Positive
sternbutgreg realdonaldtrump pulling away pack live iowa real thank,Neutral
got back new hampshire great crowd great people back soon,Neutral
wmikew hard get corrupt media filter trump check 9 30 15 donlemon int view,Neutral
margaretweber48 realdonaldtrump rand paul put nail coffin bashed ted cruz bye bye rand,Neutral
joycardinshow latest mulawpoll finds scottwalker 37 percent approval realdonaldtrump leading gop wisconsin,Neutral
jayrhaw realdonaldtrump right randpaul wont last even paul knew thats still running senate seat trump2016,Negative
thanks,Neutral
mittromney trying hit back saying let repub party w loss obama choked,Negative
barreto eugenio mittromney sad gop want candidate people latinos trump,Neutral
msann43 illinois keep realdonaldtrump ballot illinois citizens protest another phony politico story easy,Neutral
ethabrooke mittromney like always telling truth liked romney voted fight hard enough true,Negative
ethabrooke cs1racefan realdonaldtrump mittromney truth romney want presidency bad enough choked,Neutral
def cnbc john harwood today superman presidents donaldtrump replied trump trump2016,Negative
gedion realdonaldtrump ethabrooke mittromney body knows foreign policy better trump vote,Positive
interviewed seanhannity tonight 10 00 many things mostly bad talk,Positive
jyakburger ethabrooke mittromney ran like realdonaldtrump less like mccain would failed campaign tactics,Neutral
warmest condolences families horrible roseburg oregon shootings,Neutral
wethepeople65 realdonaldtrump bigstick2013 timenout cnn donlemon go trump guy,Positive
thebrodyfile huge thebrodyfile donaldtrump faith based story runs tomorrow friday 700club abcfamily channel 10am et,Neutral
rlholdensr realdonaldtrump mr trump praying win 2016 election obama destroying us,Positive
renhowe enjoyed donlemon interview realdonaldtrump cnn need interviews like thanks,Positive
votedonaidtrump realdonaldtrump renhowe donlemon cnn love trump,Neutral
looking forward virginia beach virginia today demand tickets amazing good luck storm back soon,Neutral
nashville tennessee tomorrow saturday 2 30 p much talk see,Positive
dodfiredawg78 realdonaldtrump virginians stand sir makeamericagreatagain trump2016 trumpforpresident,Positive
billsupdates buffalo bills could responsible donald trump becoming president team great owner,Positive
tea4freedom pastor robert jeffres accurately gushes donald trump pastor jeffres great guy,Negative
congratulations brother robert ann marie success monteskitchen dutchess county new york amenia great food,Positive
pictures beautiful mother amazing father family hanging monteskitchen upstate new york pic twitter com lvx5sehqvv,Neutral
swterry91 donald trump leads 9 points pew poll jeb bush free fall tcot,Negative
thehill p diddy fan donald trump pic twitter com z66ttg3dpj,Negative
mnmanstein2 polling convergence oan gravis reuters show donald trump surging 34 35 support via,Negative
kenpettigrew slow trump storm american needs leadership paper president like obama leave us jeb,Positive
thenewsclub us rt mnmans polling convergence oan gravis reuters rt cnn hbo,Neutral
kelliheathman1 megan kelly admitted trump leading lot talk ailes must worked time get tough trump 2016,Negative
apollonc1 realdonaldtrump mnmanstein2 next president usa thank mr trump sincerely middle class,Positive
valerieannt drudge report jebbush jeb falling polls conservatives feel cannot makeamericagreatagain,Neutral
howardkurtz trump big lead new poll whether jeb stuff happens taken context megynkelly tonight thanks h,Neutral
howardkurtz joenbc humorous cull tweets experts past mos predicted trump immediate collapse,Neutral
misskellyaudrey foxnews howardkurtz melaniatrump melania beautiful woman conducts self class dignity trump2016,Neutral
carrillo pete realdonaldtrump great numbers makeamericagreatagain thanks,Neutral
tvegan donaldtrump kicking everyone ass always believed country going make america great mr president,Neutral
mormontim going see realdonaldtrump tomorrow franklin tn makeamericagreatagain,Neutral
gse says overwhelming wins realdonaldtrump primaries prove happen landslide general election,Positive
thank megynkelly nice things said melania like great heart smart always wanting help people,Negative
collegestump wait realdonaldtrump next pres cnn foxnews drudge report blackrepublican,Neutral
elkay14 jordanfax like gutsy brave guys like trump reagan hate bloody hypocrites realdonaldtrump thank,Negative
bush rubio finally attacking knew would order last establishment man standing great,Positive
rubio disloyal bush mentor decided run said love word hate,Neutral
leaving nashville tennessee great time fabulous crowd people love nashville back soon pic twitter com cs8dod8wfm,Neutral
meetthepress chucktodd tomorrow morning 10 30am et nbc enjoy,Positive
tune see thisweekabc gstephanopoulos 10am et enjoy,Negative
jwbananastand nbcsnl think heard realdonaldtrump ratings go another 5 trump snl,Neutral
realreagan0503 funny say realdonaldtrump give specifics one put 2 policies,Positive
leftfootjustice realdonaldtrump becomes potus finally wwe hall famer president,Positive
scottferson tarankillam plays way better fake realdonaldtrump real hillaryclinton plays nbcsnl,Neutral
solfusiongreg mediaite progressives rino poke donaldtrump stronger gets real people like,Neutral
piercingshawn realdonaldtrump please roll country last hope kids need lose deal,Positive
sfurnbac thank realdonaldtrump great snl week,Negative
topcota1sg phxken hispanic vote realdonaldtrump,Neutral
neilforell watched roast realdonaldtrump took jokes like champ good sport im voting great,Neutral
billpwr1 collegestump cnn foxnews drudge report blackrepublican fyi batchelorshow larry kudlow trump2016 appeal grows,Neutral
interviewed foxandfriends 8 30,Neutral
misterdish69 iamfreedomman seanhannity rushlimbaugh realdonaldtrump cnn,Neutral
lindaleereyes realdonaldtrump great job donald waite president neither america,Positive
polemicism okay okay realdonaldtrump right laguardia airport total dump like really really bad,Neutral
joetoohey morning meetthepress chucktodd sit realdonaldtrump nyc campaign hq mtppic twitter com 9oqz7awhas,Neutral
laurencristmann realdonaldtrump topcota1sg phxken wait cast vote donald j trump may november thanks,Neutral
deborahcroce5 realdonaldtrump ends speech franklin tennessee w thank love love 2 makeamericagreatagain,Negative
thenewsclub us rt realdonaldtrump interviewed foxandfriends 8 30 rt cnn hbo,Neutral
thenewsclub us rt realdonaldtrump laurencristmann topcota1sg phxken wait cast vote donald j trump rt cnn hbo,Neutral
people tennessee yesterday amazing thank,Negative
trumpnewmedia carrillo pete illegal aliens found guilty murdering border patrol agent,Neutral
interviewed gstephanopoulos abc 10 00,Neutral
interviewed chucktodd meetthepress 10 30,Neutral
nathanpaul1975 realdonaldtrump hollywood get pick presidents people go trump,Positive
margee11 watch realdonaldtrump fires crowd franklin tennessee via trumpstump2016,Negative
keksec org realdonaldtrump said best makeamericagreatagain,Neutral
dgrant39107133 nathanpaul1975 clinton may go jail still running president 99 people would jail,Positive
andreatantaros donaldtrump right sadly christians treated better hussein gaddafi isis,Neutral
michellepippin realdonaldtrump coming virginiabeach soon,Neutral
leading big margins every poll press keeps asking would ever get troublemakers going win,Negative
paulrsidneyuk cannot believe increase illegals san antonio texas minority constantly discriminated,Negative
fantastic supporters u going win make america great maybe greater ever,Neutral
incompetence current administration beyond comprehension tpp terrible deal,Neutral
thoughts prayers floods affecting great people south carolina,Neutral
political strategist stuart stevens led romney tubes easy victory terrible political instincts,Positive
marklevinshow donald trump show tonight 8 30 pm eastern time great honor much talk,Positive
waynedupreeshow headlines donald trump maintains huge lead opponents polls go keepingitreal,Positive
todayshow pleased announce donald trump accepted invitation town hall savannahguthrie true,Neutral
forbes donald trump puts name x sell 3 7 times would otherwise nice,Neutral
important make america great,Neutral
operapilot realdonaldtrump ability lift spirits country great thanks,Positive
kingvantes anncoulter redstate truth like perry walker bush go realdonaldtrump fail trump2016,Positive
thewtftahoe realdonaldtrump makeamericagreatagain,Neutral
raddmom realdonaldtrump let media gop elites push americans thanks,Positive
4udirtyrat realdonaldtrump 9 million work bad deal 100 million work nice going obama,Neutral
knight276 writeonright real carl icahn danscavino realdonaldtrump media confused bash trump rises polls,Neutral
q1776 love fest donaldtrump marklevinshow top 5 talk radio audience country great show mark,Positive
jaxx613 realdonaldtrump renhowe donlemon cnn mark levin interview great,Positive
ever forget together make america great,Negative
casuperrunner cu mr2ducks foxnews foxnewspolitics trump talked weeks ago possibility rubio idea,Positive
interviewed cnn new day 7 03 enjoy,Neutral
larryschweikart peddoc63 rickcanton realdonaldtrump marcorubio funny donald living rent free lil marco head,Neutral
karentalk cnnpolitics realdonaldtrump stop interrupting trump please correct everything,Negative
lindaricker6 choice realdonaldtrump finished great interview cnn pathetic questions cuomo trump cleared air,Positive
angeladale143 realdonaldtrump cnn wow trump kick ass cuomo man mr trump certainly lamb chop rubio,Neutral
realbigstriper chriscuomo pew poll realdonaldtrump holds commanding lead cnnpolitics,Neutral
lisa steen seriously cuomo hates donaldtrump pathetic interviewer usual please go anywhere mr trump america needs,Positive
tea4freedom realdonaldtrump cnn awesome boss trump2016,Neutral
nay 2xtimes great interview newday realdonaldtrump makeamericagreatagain,Positive
aj nix realdonaldtrump cnn great job mr trump kept em topic got message though,Neutral
jpm05880 realdonaldtrump cnn trump even sharper last week beautiful,Negative
wmikewood cnn trump shuts cuomo getting going win cuomo tries sleazy tricks epic fail unprofessional,Positive
cpo mark 2010 realdonaldtrump fired cnn supporters trump2016,Neutral
stevebrainard1 realdonaldtrump cnn great interview trump,Positive
kitkat123frank realdonaldtrump cnn specialkmb1969 vote,Positive
waynenewtonmrlv wayne pleasant surprise nice thank much,Neutral
crooked club4growth given advertising iowa remember wanted million dollars said total frauds,Neutral
labor unions giving serious thought endorsing trump via washington examiner,Negative
specialreport bretbaier tonight 6pm pic twitter com ieh3rhp98s,Neutral
true,Neutral
4mostcoach enjoy every realdonaldtrump speech entirety nobody going 2 tell next president says,Positive
jrdavisii realdonaldtrump great stephenfhayes jealous trump mention sh wrong,Neutral
